Date,Hour,Minute,Volume
20190404,17,0,11741.20
20190404,18,0,12291.50
20190404,19,0,12702.90
20190404,20,0,13373.60
20190404,21,0,13297.80
20190404,22,0,12588.90
20190404,23,0,11132.50
20190404,24,0,10089.60
20190405,1,0,10344.80
20190405,2,0,10103.50
20190405,3,0,10156.40
20190405,4,0,10032.80
20190405,5,0,10367.70
20190405,6,0,11361.60
20190405,7,0,13411.40
20190405,8,0,14655.40
20190405,9,0,14580.00
20190405,10,0,14276.40
20190405,11,0,14282.40
20190405,12,0,13999.30
20190405,13,0,13877.60
20190405,14,0,13697.60
20190405,15,0,13510.60
20190405,16,0,13386.80
20190405,17,0,13554.20
20190405,18,0,13836.90
20190405,19,0,13862.20
20190405,20,0,14075.20
20190405,21,0,13805.90
20190405,22,0,12745.40
20190405,23,0,11639.00
20190405,24,0,10639.90
20190406,1,0,10002.70
20190406,2,0,9878.10
20190406,3,0,9565.90
20190406,4,0,9534.80
20190406,5,0,9562.70
20190406,6,0,9979.60
20190406,7,0,10412.80
20190406,8,0,11094.10
20190406,9,0,11931.10
20190406,10,0,11839.70
20190406,11,0,11664.10
20190406,12,0,11196.00
20190406,13,0,10700.90
20190406,14,0,10474.50
20190406,15,0,10321.80
20190406,16,0,10245.30
20190406,17,0,10415.50
20190406,18,0,10902.10
20190406,19,0,11263.20
20190406,20,0,11878.60
20190406,21,0,11926.00
20190406,22,0,11326.60
20190406,23,0,10491.20
20190406,24,0,9736.70
20190407,1,0,9634.60
20190407,2,0,9586.30
20190407,3,0,9739.00
20190407,4,0,9694.30
20190407,5,0,9759.90
20190407,6,0,9881.80
20190407,7,0,10146.60
20190407,8,0,10746.40
20190407,9,0,10957.80
20190407,10,0,10715.70
20190407,11,0,10718.60
20190407,12,0,10692.10
20190407,13,0,10557.90
20190407,14,0,10480.60
20190407,15,0,10621.90
20190407,16,0,10322.20
20190407,17,0,10887.30
20190407,18,0,11401.10
20190407,19,0,12062.80
20190407,20,0,12565.80
20190407,21,0,12652.80
20190407,22,0,11670.70
20190407,23,0,10530.60
20190407,24,0,9759.90
20190408,1,0,9448.20
20190408,2,0,9614.30
20190408,3,0,9653.40
20190408,4,0,9654.60
20190408,5,0,9479.90
20190408,6,0,10220.00
20190408,7,0,11993.30
20190408,8,0,13384.30
20190408,9,0,13531.60
20190408,10,0,13569.90
20190408,11,0,13543.00
20190408,12,0,13385.30
20190408,13,0,13110.10
20190408,14,0,12903.20
20190408,15,0,12671.00
20190408,16,0,12634.00
20190408,17,0,12765.00
20190408,18,0,13178.60
20190408,19,0,13390.10
20190408,20,0,13768.80
20190408,21,0,13705.60
20190408,22,0,12765.40
20190408,23,0,11327.50
20190408,24,0,10274.50
20190409,1,0,9463.90
20190409,2,0,9459.10
20190409,3,0,9289.60
20190409,4,0,9404.10
20190409,5,0,9750.40
20190409,6,0,10517.10
20190409,7,0,12321.20
20190409,8,0,13443.90
20190409,9,0,13566.50
20190409,10,0,13650.60
20190409,11,0,13861.50
20190409,12,0,13500.80
20190409,13,0,13407.40
20190409,14,0,13244.40
20190409,15,0,13200.90
20190409,16,0,13190.10
20190409,17,0,13442.70
20190409,18,0,13896.00
20190409,19,0,14016.00
20190409,20,0,14163.10
20190409,21,0,14011.00
20190409,22,0,13127.90
20190409,23,0,11883.80
20190409,24,0,10819.70
20190410,1,0,10520.20
20190410,2,0,10413.60
20190410,3,0,10250.60
20190410,4,0,10148.80
20190410,5,0,10448.70
20190410,6,0,11073.10
20190410,7,0,12670.30
20190410,8,0,13526.50
20190410,9,0,13192.10
20190410,10,0,12990.30
20190410,11,0,12719.00
20190410,12,0,12186.30
20190410,13,0,11982.80
20190410,14,0,11916.00
20190410,15,0,11879.80
20190410,16,0,11884.70
20190410,17,0,12434.10
20190410,18,0,13022.30
20190410,19,0,13288.90
20190410,20,0,13710.70
20190410,21,0,13819.20
20190410,22,0,12915.20
20190410,23,0,11716.90
20190410,24,0,10629.60
20190411,1,0,10803.80
20190411,2,0,10505.20
20190411,3,0,10643.10
20190411,4,0,10581.50
20190411,5,0,10696.50
20190411,6,0,11444.40
20190411,7,0,13029.00
20190411,8,0,13906.40
20190411,9,0,13241.20
20190411,10,0,12748.00
20190411,11,0,12293.20
20190411,12,0,12031.70
20190411,13,0,11868.60
20190411,14,0,11883.70
20190411,15,0,11874.50
20190411,16,0,11881.60
20190411,17,0,11934.20
20190411,18,0,12540.40
20190411,19,0,13070.00
20190411,20,0,13251.10
20190411,21,0,13524.00
20190411,22,0,13016.00
20190411,23,0,11615.90
20190411,24,0,10798.10
20190412,1,0,10132.30
20190412,2,0,9958.80
20190412,3,0,9873.40
20190412,4,0,9705.80
20190412,5,0,10053.20
20190412,6,0,10672.50
20190412,7,0,12372.00
20190412,8,0,13431.80
20190412,9,0,13546.90
20190412,10,0,13450.10
20190412,11,0,13456.10
20190412,12,0,13263.90
20190412,13,0,13006.20
20190412,14,0,12962.00
20190412,15,0,12792.60
20190412,16,0,12743.20
20190412,17,0,12832.60
20190412,18,0,13216.70
20190412,19,0,12986.50
20190412,20,0,12839.10
20190412,21,0,12764.70
20190412,22,0,12076.40
20190412,23,0,10995.80
20190412,24,0,10025.00
20190413,1,0,9620.00
20190413,2,0,9314.60
20190413,3,0,8904.30
20190413,4,0,8723.50
20190413,5,0,8748.40
20190413,6,0,9166.50
20190413,7,0,9725.00
20190413,8,0,10498.00
20190413,9,0,11330.50
20190413,10,0,11546.60
20190413,11,0,11482.80
20190413,12,0,11220.10
20190413,13,0,10851.60
20190413,14,0,10673.90
20190413,15,0,10602.80
20190413,16,0,10529.70
20190413,17,0,10816.60
20190413,18,0,11347.40
20190413,19,0,11600.40
20190413,20,0,12008.30
20190413,21,0,12165.30
20190413,22,0,11444.70
20190413,23,0,10322.90
20190413,24,0,9421.00
20190414,1,0,9141.80
20190414,2,0,8907.50
20190414,3,0,8819.90
20190414,4,0,8966.10
20190414,5,0,8768.10
20190414,6,0,8911.60
20190414,7,0,9493.70
20190414,8,0,9843.60
20190414,9,0,10288.40
20190414,10,0,10767.60
20190414,11,0,11027.60
20190414,12,0,11151.20
20190414,13,0,11074.60
20190414,14,0,10988.40
20190414,15,0,10951.80
20190414,16,0,11068.80
20190414,17,0,11411.20
20190414,18,0,12185.90
20190414,19,0,12269.30
20190414,20,0,12558.60
20190414,21,0,12697.00
20190414,22,0,11887.10
20190414,23,0,10521.20
20190414,24,0,9568.40
20190415,1,0,9332.90
20190415,2,0,8980.50
20190415,3,0,8993.70
20190415,4,0,8977.00
20190415,5,0,9283.20
20190415,6,0,9685.80
20190415,7,0,11571.70
20190415,8,0,12912.00
20190415,9,0,13262.20
20190415,10,0,13258.70
20190415,11,0,13074.90
20190415,12,0,13095.50
20190415,13,0,12620.70
20190415,14,0,12370.60
20190415,15,0,12105.80
20190415,16,0,12204.60
20190415,17,0,12261.70
20190415,18,0,12753.10
20190415,19,0,13003.90
20190415,20,0,13436.50
20190415,21,0,13329.10
20190415,22,0,12016.40
20190415,23,0,10693.20
20190415,24,0,9926.00
20190416,1,0,9276.10
20190416,2,0,9033.30
20190416,3,0,9229.70
20190416,4,0,9158.80
20190416,5,0,9273.60
20190416,6,0,9915.20
20190416,7,0,11476.40
20190416,8,0,12407.30
20190416,9,0,12106.10
20190416,10,0,11674.60
20190416,11,0,11430.80
20190416,12,0,11097.60
20190416,13,0,10788.30
20190416,14,0,10659.10
20190416,15,0,10655.80
20190416,16,0,10554.50
20190416,17,0,11082.80
20190416,18,0,11660.70
20190416,19,0,12385.80
20190416,20,0,12731.50
20190416,21,0,12853.40
20190416,22,0,11764.60
20190416,23,0,10693.90
20190416,24,0,9858.30
20190417,1,0,9969.00
20190417,2,0,9518.60
20190417,3,0,9407.30
20190417,4,0,9409.70
20190417,5,0,9763.10
20190417,6,0,10358.80
20190417,7,0,12079.20
20190417,8,0,12832.90
20190417,9,0,12292.40
20190417,10,0,11851.40
20190417,11,0,11542.40
20190417,12,0,11279.20
20190417,13,0,10954.60
20190417,14,0,11021.20
20190417,15,0,10901.40
20190417,16,0,11076.70
20190417,17,0,11442.20
20190417,18,0,12122.60
20190417,19,0,12524.00
20190417,20,0,12846.30
20190417,21,0,12980.30
20190417,22,0,12686.60
20190417,23,0,11018.70
20190417,24,0,10120.90
20190418,1,0,9917.60
20190418,2,0,9573.10
20190418,3,0,9678.50
20190418,4,0,9647.70
20190418,5,0,9631.60
20190418,6,0,10454.30
20190418,7,0,12334.30
20190418,8,0,13219.00
20190418,9,0,13320.10
20190418,10,0,13232.80
20190418,11,0,13265.00
20190418,12,0,12880.40
20190418,13,0,12524.00
20190418,14,0,12374.90
20190418,15,0,12212.60
20190418,16,0,12342.30
20190418,17,0,12453.20
20190418,18,0,12635.40
20190418,19,0,12933.90
20190418,20,0,13124.30
20190418,21,0,13083.70
20190418,22,0,12053.30
20190418,23,0,10747.40
20190418,24,0,9913.70
20190419,1,0,9189.90
20190419,2,0,9143.90
20190419,3,0,9142.80
20190419,4,0,9097.40
20190419,5,0,9179.80
20190419,6,0,9512.30
20190419,7,0,10546.10
20190419,8,0,11749.70
20190419,9,0,12190.20
20190419,10,0,12634.80
20190419,11,0,12625.70
20190419,12,0,12694.30
20190419,13,0,12575.60
20190419,14,0,12415.40
20190419,15,0,12085.30
20190419,16,0,11971.00
20190419,17,0,12048.50
20190419,18,0,12225.40
20190419,19,0,12285.30
20190419,20,0,12307.30
20190419,21,0,12317.40
20190419,22,0,11611.20
20190419,23,0,10787.50
20190419,24,0,9741.70
20190420,1,0,8957.60
20190420,2,0,8527.10
20190420,3,0,8431.60
20190420,4,0,8220.60
20190420,5,0,8283.10
20190420,6,0,8562.20
20190420,7,0,9057.20
20190420,8,0,9751.10
20190420,9,0,10685.80
20190420,10,0,11313.90
20190420,11,0,11405.90
20190420,12,0,11331.20
20190420,13,0,11069.70
20190420,14,0,10805.90
20190420,15,0,10758.70
20190420,16,0,10797.60
20190420,17,0,10911.50
20190420,18,0,11345.20
20190420,19,0,11447.90
20190420,20,0,11562.40
20190420,21,0,11450.20
20190420,22,0,10744.80
20190420,23,0,9700.00
20190420,24,0,8897.40
20190421,1,0,9030.50
20190421,2,0,8828.30
20190421,3,0,8838.30
20190421,4,0,8815.50
20190421,5,0,8889.50
20190421,6,0,8930.30
20190421,7,0,9319.50
20190421,8,0,9941.00
20190421,9,0,10467.20
20190421,10,0,10895.80
20190421,11,0,10997.40
20190421,12,0,10760.60
20190421,13,0,10583.90
20190421,14,0,10274.40
20190421,15,0,9979.10
20190421,16,0,9965.60
20190421,17,0,10196.40
20190421,18,0,10909.20
20190421,19,0,11373.30
20190421,20,0,11851.40
20190421,21,0,12031.00
20190421,22,0,11360.70
20190421,23,0,10379.30
20190421,24,0,9283.80
20190422,1,0,9178.60
20190422,2,0,9108.60
20190422,3,0,8874.80
20190422,4,0,8776.10
20190422,5,0,9119.30
20190422,6,0,9572.10
20190422,7,0,11693.20
20190422,8,0,12773.20
20190422,9,0,12897.50
20190422,10,0,13078.60
20190422,11,0,13180.50
20190422,12,0,13046.10
20190422,13,0,12891.00
20190422,14,0,12476.10
20190422,15,0,12398.30
20190422,16,0,12407.60
20190422,17,0,12609.60
20190422,18,0,13059.80
20190422,19,0,13288.60
20190422,20,0,13601.10
20190422,21,0,13594.80
20190422,22,0,12473.60
20190422,23,0,10908.00
20190422,24,0,9962.10
20190423,1,0,9143.10
20190423,2,0,8822.60
20190423,3,0,8569.00
20190423,4,0,8587.10
20190423,5,0,8982.90
20190423,6,0,9548.10
20190423,7,0,11561.60
20190423,8,0,12775.40
20190423,9,0,13075.10
20190423,10,0,13121.00
20190423,11,0,13128.70
20190423,12,0,12914.40
20190423,13,0,12589.20
20190423,14,0,12137.40
20190423,15,0,11946.50
20190423,16,0,11922.60
20190423,17,0,12346.00
20190423,18,0,13062.20
20190423,19,0,13395.30
20190423,20,0,13561.20
20190423,21,0,13627.60
20190423,22,0,12690.70
20190423,23,0,10945.70
20190423,24,0,9858.10
20190424,1,0,9619.20
20190424,2,0,9785.90
20190424,3,0,9883.20
20190424,4,0,9852.80
20190424,5,0,10012.10
20190424,6,0,10189.50
20190424,7,0,11804.70
20190424,8,0,12924.50
20190424,9,0,12819.40
20190424,10,0,12711.10
20190424,11,0,12458.30
20190424,12,0,12360.50
20190424,13,0,11777.10
20190424,14,0,11646.40
20190424,15,0,11661.00
20190424,16,0,11684.50
20190424,17,0,11921.90
20190424,18,0,12628.70
20190424,19,0,12876.00
20190424,20,0,13130.10
20190424,21,0,13341.30
20190424,22,0,12569.10
20190424,23,0,11265.70
20190424,24,0,9965.70
20190425,1,0,9584.90
20190425,2,0,9544.70
20190425,3,0,9464.80
20190425,4,0,9499.20
20190425,5,0,9608.80
20190425,6,0,10101.90
20190425,7,0,11711.00
20190425,8,0,12712.00
20190425,9,0,12532.10
20190425,10,0,12323.00
20190425,11,0,12139.40
20190425,12,0,11809.40
20190425,13,0,11455.40
20190425,14,0,11448.00
20190425,15,0,11466.90
20190425,16,0,11454.80
20190425,17,0,11696.30
20190425,18,0,12305.40
20190425,19,0,12673.70
20190425,20,0,13085.80
20190425,21,0,13357.10
20190425,22,0,12611.80
20190425,23,0,11195.80
20190425,24,0,10008.70
20190426,1,0,9297.70
20190426,2,0,9211.60
20190426,3,0,9076.20
20190426,4,0,9033.70
20190426,5,0,9391.20
20190426,6,0,9980.20
20190426,7,0,11640.90
20190426,8,0,12804.70
20190426,9,0,13150.00
20190426,10,0,13480.00
20190426,11,0,13731.70
20190426,12,0,13681.20
20190426,13,0,13439.40
20190426,14,0,13208.90
20190426,15,0,13018.20
20190426,16,0,12928.60
20190426,17,0,12936.20
20190426,18,0,12936.40
20190426,19,0,12989.30
20190426,20,0,12958.60
20190426,21,0,12680.40
20190426,22,0,11810.90
20190426,23,0,10708.60
20190426,24,0,9813.90
20190427,1,0,9030.00
20190427,2,0,8638.60
20190427,3,0,8345.40
20190427,4,0,8258.40
20190427,5,0,8366.70
20190427,6,0,8716.20
20190427,7,0,9486.50
20190427,8,0,10302.30
20190427,9,0,11383.30
20190427,10,0,11713.60
20190427,11,0,11841.00
20190427,12,0,11681.50
20190427,13,0,11308.10
20190427,14,0,11053.10
20190427,15,0,10892.80
20190427,16,0,10797.00
20190427,17,0,11232.50
20190427,18,0,11620.40
20190427,19,0,11825.00
20190427,20,0,11958.40
20190427,21,0,12245.50
20190427,22,0,11641.10
20190427,23,0,10824.70
20190427,24,0,10116.00
20190428,1,0,9002.60
20190428,2,0,8968.50
20190428,3,0,8717.40
20190428,4,0,8641.50
20190428,5,0,8693.90
20190428,6,0,8932.70
20190428,7,0,9281.50
20190428,8,0,9622.70
20190428,9,0,10470.00
20190428,10,0,10901.70
20190428,11,0,11135.90
20190428,12,0,11150.20
20190428,13,0,11362.90
20190428,14,0,11197.10
20190428,15,0,10963.70
20190428,16,0,10809.10
20190428,17,0,10980.70
20190428,18,0,11603.60
20190428,19,0,11805.40
20190428,20,0,12350.40
20190428,21,0,12720.80
20190428,22,0,11636.60
20190428,23,0,10484.30
20190428,24,0,9616.90
20190429,1,0,9670.40
20190429,2,0,9665.50
20190429,3,0,9462.80
20190429,4,0,9514.60
20190429,5,0,9624.90
20190429,6,0,10475.60
20190429,7,0,12140.60
20190429,8,0,13062.50
20190429,9,0,12594.40
20190429,10,0,12124.60
20190429,11,0,11782.20
20190429,12,0,11492.00
20190429,13,0,11582.90
20190429,14,0,11558.60
20190429,15,0,11655.80
20190429,16,0,11608.50
20190429,17,0,12039.10
20190429,18,0,12808.80
20190429,19,0,13401.90
20190429,20,0,13519.60
20190429,21,0,13384.70
20190429,22,0,12581.60
20190429,23,0,11126.00
20190429,24,0,10149.60
20190430,1,0,9631.70
20190430,2,0,9228.50
20190430,3,0,8987.00
20190430,4,0,9083.70
20190430,5,0,9451.40
20190430,6,0,9881.70
20190430,7,0,11903.00
20190430,8,0,12979.40
20190430,9,0,13231.30
20190430,10,0,13457.80
20190430,11,0,13762.40
20190430,12,0,13515.10
20190430,13,0,13295.80
20190430,14,0,13012.40
20190430,15,0,12620.10
20190430,16,0,12534.90
20190430,17,0,12772.10
20190430,18,0,13258.60
20190430,19,0,13552.30
20190430,20,0,13554.70
20190430,21,0,13455.90
20190430,22,0,12470.30
20190430,23,0,11079.80
20190430,24,0,10015.50
20190501,1,0,9521.30
20190501,2,0,9188.80
20190501,3,0,8993.90
20190501,4,0,9076.70
20190501,5,0,9198.70
20190501,6,0,10114.50
20190501,7,0,11792.00
20190501,8,0,12917.60
20190501,9,0,12804.10
20190501,10,0,12812.20
20190501,11,0,12752.80
20190501,12,0,12601.20
20190501,13,0,12493.00
20190501,14,0,12346.70
20190501,15,0,12337.70
20190501,16,0,12435.80
20190501,17,0,12603.90
20190501,18,0,13251.70
20190501,19,0,13466.80
20190501,20,0,13515.90
20190501,21,0,13356.20
20190501,22,0,12325.30
20190501,23,0,11120.00
20190501,24,0,9997.60
20190502,1,0,9626.00
20190502,2,0,9403.00
20190502,3,0,9110.00
20190502,4,0,8992.90
20190502,5,0,9284.40
20190502,6,0,10019.00
20190502,7,0,11816.10
20190502,8,0,12965.00
20190502,9,0,13122.30
20190502,10,0,13366.20
20190502,11,0,13406.20
20190502,12,0,13355.20
20190502,13,0,13076.30
20190502,14,0,12980.30
20190502,15,0,12943.40
20190502,16,0,12880.80
20190502,17,0,13255.30
20190502,18,0,13595.40
20190502,19,0,13884.00
20190502,20,0,13920.70
20190502,21,0,13788.50
20190502,22,0,12786.20
20190502,23,0,11573.40
20190502,24,0,10584.50
20190503,1,0,9945.60
20190503,2,0,10101.30
20190503,3,0,9813.30
20190503,4,0,9752.50
20190503,5,0,9991.90
20190503,6,0,10339.90
20190503,7,0,11807.20
20190503,8,0,12936.80
20190503,9,0,13220.00
20190503,10,0,13216.70
20190503,11,0,13259.90
20190503,12,0,13060.80
20190503,13,0,12883.90
20190503,14,0,12870.70
20190503,15,0,12662.60
20190503,16,0,12643.70
20190503,17,0,12627.70
20190503,18,0,12732.70
20190503,19,0,13221.20
20190503,20,0,13221.80
20190503,21,0,12934.50
20190503,22,0,11970.60
20190503,23,0,10647.00
20190503,24,0,9696.50
20190504,1,0,9900.60
20190504,2,0,9616.60
20190504,3,0,9567.50
20190504,4,0,9496.50
20190504,5,0,9268.00
20190504,6,0,9074.90
20190504,7,0,9568.60
20190504,8,0,10375.30
20190504,9,0,11322.40
20190504,10,0,11721.70
20190504,11,0,11836.90
20190504,12,0,11665.40
20190504,13,0,11305.50
20190504,14,0,11072.60
20190504,15,0,11059.40
20190504,16,0,10998.00
20190504,17,0,11127.70
20190504,18,0,11759.50
20190504,19,0,12071.70
20190504,20,0,12168.60
20190504,21,0,12351.20
20190504,22,0,11609.80
20190504,23,0,10808.70
20190504,24,0,10037.50
20190505,1,0,9613.30
20190505,2,0,9168.30
20190505,3,0,9089.00
20190505,4,0,9198.90
20190505,5,0,9107.40
20190505,6,0,9354.00
20190505,7,0,9606.50
20190505,8,0,10168.40
20190505,9,0,10776.70
20190505,10,0,11368.90
20190505,11,0,11549.50
20190505,12,0,11526.70
20190505,13,0,11249.10
20190505,14,0,11214.20
20190505,15,0,11142.80
20190505,16,0,11107.50
20190505,17,0,11333.00
20190505,18,0,11956.60
20190505,19,0,12252.30
20190505,20,0,12477.20
20190505,21,0,12656.00
20190505,22,0,11630.20
20190505,23,0,10554.10
20190505,24,0,9889.10
20190506,1,0,9624.60
20190506,2,0,9203.50
20190506,3,0,9134.90
20190506,4,0,9160.80
20190506,5,0,9322.30
20190506,6,0,9921.70
20190506,7,0,11720.60
20190506,8,0,12626.20
20190506,9,0,12379.70
20190506,10,0,12200.80
20190506,11,0,12078.80
20190506,12,0,11712.30
20190506,13,0,11715.70
20190506,14,0,11615.10
20190506,15,0,11615.70
20190506,16,0,11576.10
20190506,17,0,12000.60
20190506,18,0,12509.20
20190506,19,0,12822.50
20190506,20,0,12793.20
20190506,21,0,13053.90
20190506,22,0,12160.40
20190506,23,0,10681.30
20190506,24,0,9619.40
20190507,1,0,9718.00
20190507,2,0,9558.20
20190507,3,0,9307.40
20190507,4,0,9363.30
20190507,5,0,9443.30
20190507,6,0,9617.20
20190507,7,0,11361.10
20190507,8,0,12404.40
20190507,9,0,12207.70
20190507,10,0,11995.00
20190507,11,0,12218.40
20190507,12,0,12048.60
20190507,13,0,11908.40
20190507,14,0,11880.80
20190507,15,0,12088.50
20190507,16,0,12286.80
20190507,17,0,12435.70
20190507,18,0,12734.80
20190507,19,0,13050.60
20190507,20,0,12922.70
20190507,21,0,13078.30
20190507,22,0,12158.50
20190507,23,0,10715.40
20190507,24,0,9559.60
20190508,1,0,9149.60
20190508,2,0,8850.20
20190508,3,0,8690.90
20190508,4,0,8529.70
20190508,5,0,8767.00
20190508,6,0,9055.80
20190508,7,0,10847.00
20190508,8,0,11736.90
20190508,9,0,11392.60
20190508,10,0,11279.70
20190508,11,0,11345.70
20190508,12,0,10873.20
20190508,13,0,10990.20
20190508,14,0,10933.10
20190508,15,0,11118.10
20190508,16,0,11208.80
20190508,17,0,11727.20
20190508,18,0,12235.20
20190508,19,0,12466.90
20190508,20,0,12688.10
20190508,21,0,12994.10
20190508,22,0,12023.60
20190508,23,0,10620.60
20190508,24,0,9435.70
20190509,1,0,9342.10
20190509,2,0,9258.90
20190509,3,0,9261.20
20190509,4,0,9153.00
20190509,5,0,9282.90
20190509,6,0,9681.70
20190509,7,0,11834.80
20190509,8,0,12492.90
20190509,9,0,12205.30
20190509,10,0,12161.90
20190509,11,0,12039.20
20190509,12,0,11751.40
20190509,13,0,11673.90
20190509,14,0,11699.40
20190509,15,0,11754.80
20190509,16,0,11815.10
20190509,17,0,12206.80
20190509,18,0,12581.30
20190509,19,0,12760.70
20190509,20,0,13159.20
20190509,21,0,13332.20
20190509,22,0,12332.20
20190509,23,0,10989.60
20190509,24,0,9904.60
20190510,1,0,8976.30
20190510,2,0,8754.30
20190510,3,0,8618.30
20190510,4,0,8700.60
20190510,5,0,8756.90
20190510,6,0,9478.40
20190510,7,0,11222.60
20190510,8,0,12499.30
20190510,9,0,12580.30
20190510,10,0,12594.70
20190510,11,0,12713.00
20190510,12,0,12504.40
20190510,13,0,12076.50
20190510,14,0,12088.70
20190510,15,0,12052.40
20190510,16,0,11798.40
20190510,17,0,11922.80
20190510,18,0,12126.10
20190510,19,0,12209.50
20190510,20,0,12186.80
20190510,21,0,12218.60
20190510,22,0,11488.50
20190510,23,0,10235.60
20190510,24,0,9324.10
20190511,1,0,9062.80
20190511,2,0,8751.30
20190511,3,0,8683.90
20190511,4,0,8666.30
20190511,5,0,8598.40
20190511,6,0,8177.40
20190511,7,0,8516.50
20190511,8,0,9244.10
20190511,9,0,10049.30
20190511,10,0,10142.20
20190511,11,0,10035.20
20190511,12,0,10039.70
20190511,13,0,9808.20
20190511,14,0,9825.30
20190511,15,0,9828.50
20190511,16,0,10097.90
20190511,17,0,10426.80
20190511,18,0,10899.60
20190511,19,0,10958.80
20190511,20,0,11002.80
20190511,21,0,11522.50
20190511,22,0,11047.50
20190511,23,0,10010.60
20190511,24,0,9197.00
20190512,1,0,9110.20
20190512,2,0,8505.20
20190512,3,0,8892.80
20190512,4,0,8608.50
20190512,5,0,8746.90
20190512,6,0,8901.50
20190512,7,0,9268.20
20190512,8,0,9759.20
20190512,9,0,10849.70
20190512,10,0,11659.30
20190512,11,0,11876.60
20190512,12,0,11805.10
20190512,13,0,11684.10
20190512,14,0,11656.80
20190512,15,0,11553.00
20190512,16,0,11576.80
20190512,17,0,11873.40
20190512,18,0,12146.80
20190512,19,0,12416.10
20190512,20,0,12619.80
20190512,21,0,12716.00
20190512,22,0,12006.90
20190512,23,0,10745.10
20190512,24,0,9881.00
20190513,1,0,9294.30
20190513,2,0,9155.30
20190513,3,0,9003.70
20190513,4,0,8952.50
20190513,5,0,9130.70
20190513,6,0,9891.20
20190513,7,0,11859.60
20190513,8,0,12970.50
20190513,9,0,13042.90
20190513,10,0,12994.70
20190513,11,0,12947.30
20190513,12,0,12768.50
20190513,13,0,12538.30
20190513,14,0,12658.70
20190513,15,0,12531.60
20190513,16,0,12542.70
20190513,17,0,12692.90
20190513,18,0,13345.90
20190513,19,0,13648.90
20190513,20,0,13766.50
20190513,21,0,13737.80
20190513,22,0,12769.70
20190513,23,0,11428.30
20190513,24,0,10121.40
20190514,1,0,9811.70
20190514,2,0,9800.80
20190514,3,0,9761.90
20190514,4,0,9718.30
20190514,5,0,9753.70
20190514,6,0,10393.60
20190514,7,0,11638.10
20190514,8,0,12953.20
20190514,9,0,13081.10
20190514,10,0,13124.70
20190514,11,0,13088.20
20190514,12,0,13185.10
20190514,13,0,12772.70
20190514,14,0,12754.50
20190514,15,0,12677.60
20190514,16,0,12739.20
20190514,17,0,12941.10
20190514,18,0,13446.00
20190514,19,0,13660.20
20190514,20,0,13866.20
20190514,21,0,13833.00
20190514,22,0,12877.00
20190514,23,0,11353.00
20190514,24,0,10248.10
20190515,1,0,9949.10
20190515,2,0,9257.00
20190515,3,0,9200.50
20190515,4,0,9326.60
20190515,5,0,9471.10
20190515,6,0,10103.90
20190515,7,0,11625.50
20190515,8,0,12645.60
20190515,9,0,12115.20
20190515,10,0,11756.80
20190515,11,0,11565.20
20190515,12,0,11576.40
20190515,13,0,11372.20
20190515,14,0,11371.40
20190515,15,0,11345.70
20190515,16,0,11372.90
20190515,17,0,11614.90
20190515,18,0,12447.40
20190515,19,0,12709.30
20190515,20,0,12661.00
20190515,21,0,12854.40
20190515,22,0,12382.40
20190515,23,0,10774.30
20190515,24,0,9907.60
20190516,1,0,9753.70
20190516,2,0,9292.90
20190516,3,0,8987.40
20190516,4,0,9114.40
20190516,5,0,9167.40
20190516,6,0,9861.10
20190516,7,0,11676.50
20190516,8,0,12412.10
20190516,9,0,11956.90
20190516,10,0,11682.30
20190516,11,0,11657.40
20190516,12,0,11314.20
20190516,13,0,11325.90
20190516,14,0,11356.50
20190516,15,0,11435.10
20190516,16,0,11479.80
20190516,17,0,11673.80
20190516,18,0,12385.90
20190516,19,0,12680.30
20190516,20,0,12817.70
20190516,21,0,12976.50
20190516,22,0,12441.00
20190516,23,0,11094.10
20190516,24,0,9916.70
20190517,1,0,9744.00
20190517,2,0,9620.50
20190517,3,0,9556.70
20190517,4,0,9531.40
20190517,5,0,9590.30
20190517,6,0,9804.50
20190517,7,0,11111.60
20190517,8,0,12208.80
20190517,9,0,12727.70
20190517,10,0,12710.00
20190517,11,0,12746.60
20190517,12,0,12564.80
20190517,13,0,12513.00
20190517,14,0,12268.30
20190517,15,0,12228.30
20190517,16,0,12123.90
20190517,17,0,12060.30
20190517,18,0,12601.40
20190517,19,0,12722.50
20190517,20,0,12799.20
20190517,21,0,12795.70
20190517,22,0,12144.50
20190517,23,0,11076.80
20190517,24,0,10144.90
20190518,1,0,9473.60
20190518,2,0,9052.00
20190518,3,0,9127.10
20190518,4,0,9034.20
20190518,5,0,8992.90
20190518,6,0,8693.10
20190518,7,0,8800.60
20190518,8,0,9501.70
20190518,9,0,10334.90
20190518,10,0,10509.40
20190518,11,0,10492.30
20190518,12,0,10315.80
20190518,13,0,10246.10
20190518,14,0,10051.60
20190518,15,0,10342.60
20190518,16,0,10467.70
20190518,17,0,10842.30
20190518,18,0,11513.40
20190518,19,0,11845.90
20190518,20,0,11801.60
20190518,21,0,12328.50
20190518,22,0,11486.60
20190518,23,0,10469.30
20190518,24,0,9643.10
20190519,1,0,9073.20
20190519,2,0,9154.10
20190519,3,0,8935.40
20190519,4,0,9017.10
20190519,5,0,9040.50
20190519,6,0,8938.90
20190519,7,0,8919.80
20190519,8,0,9426.40
20190519,9,0,9948.50
20190519,10,0,10418.70
20190519,11,0,10655.30
